hotel,is_canceled,lead_time,arrival_month_year,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel
Resort Hotel,0,150,15-Aug,2015,August,33,14,2,5,2,0,0,BB,NLD,Offline TA/TO,TA/TO
Resort Hotel,0,64,15-Aug,2015,August,33,14,2,5,2,0,0,BB,NLD,Offline TA/TO,TA/TO
Resort Hotel,1,22,15-Aug,2015,August,33,14,2,5,2,2,0,HB,PRT,Direct,Direct
Resort Hotel,0,3,15-Aug,2015,August,33,15,1,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,68,15-Aug,2015,August,33,15,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,35,15-Aug,2015,August,33,15,2,2,2,0,0,HB,PRT,Direct,Direct
Resort Hotel,0,2,15-Aug,2015,August,33,15,2,2,2,2,0,BB,USA,Online TA,TA/TO
Resort Hotel,0,68,15-Aug,2015,August,33,15,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,11,15-Aug,2015,August,33,15,2,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,80,15-Aug,2015,August,33,15,2,3,2,0,1,HB,PRT,Online TA,TA/TO
Resort Hotel,1,80,15-Aug,2015,August,33,15,2,3,3,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,72,15-Aug,2015,August,33,15,2,3,3,0,0,BB,ESP,Offline TA/TO,TA/TO
Resort Hotel,1,80,15-Aug,2015,August,33,15,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,77,15-Aug,2015,August,33,15,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,80,15-Aug,2015,August,33,15,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,31,15-Aug,2015,August,33,15,2,4,2,0,0,FB,PRT,Direct,Direct
Resort Hotel,1,77,15-Aug,2015,August,33,15,2,4,3,0,0,FB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,93,15-Aug,2015,August,33,15,2,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO
Resort Hotel,0,31,15-Aug,2015,August,33,15,2,4,2,0,0,FB,PRT,Direct,Direct
Resort Hotel,0,89,15-Aug,2015,August,33,15,2,5,3,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,68,15-Aug,2015,August,33,15,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,72,15-Aug,2015,August,33,15,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,65,15-Aug,2015,August,33,15,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,71,15-Aug,2015,August,33,15,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,65,15-Aug,2015,August,33,15,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,89,15-Aug,2015,August,33,15,2,5,2,1,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,98,15-Aug,2015,August,33,15,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,26,15-Aug,2015,August,33,15,2,5,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,67,15-Aug,2015,August,33,15,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,54,15-Aug,2015,August,33,15,2,5,3,1,0,BB,PRT,Direct,Direct
Resort Hotel,0,75,15-Aug,2015,August,33,15,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,1,78,15-Aug,2015,August,33,15,2,6,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,53,15-Aug,2015,August,33,15,2,6,2,1,0,HB,PRT,Direct,Direct
Resort Hotel,1,65,15-Aug,2015,August,33,15,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,84,15-Aug,2015,August,33,15,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,47,15-Aug,2015,August,33,15,6,12,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,37,15-Aug,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate
Resort Hotel,0,37,15-Aug,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate
Resort Hotel,1,4,15-Aug,2015,August,34,16,1,0,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,37,15-Aug,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate
Resort Hotel,0,37,15-Aug,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate
Resort Hotel,1,12,15-Aug,2015,August,34,16,1,0,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,0,15-Aug,2015,August,34,16,1,0,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,37,15-Aug,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate
Resort Hotel,0,37,15-Aug,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate
Resort Hotel,0,2,15-Aug,2015,August,34,16,1,0,2,0,0,BB,BRA,Online TA,TA/TO
Resort Hotel,1,12,15-Aug,2015,August,34,16,1,0,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,1,12,15-Aug,2015,August,34,16,1,0,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,1,11,15-Aug,2015,August,34,16,1,0,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,1,143,15-Aug,2015,August,34,16,2,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,99,15-Aug,2015,August,34,16,2,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,22,15-Aug,2015,August,34,16,2,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,15,15-Aug,2015,August,34,16,2,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,15,15-Aug,2015,August,34,16,2,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,66,15-Aug,2015,August,34,16,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,55,15-Aug,2015,August,34,16,2,5,2,1,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,66,15-Aug,2015,August,34,16,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,79,15-Aug,2015,August,34,16,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,66,15-Aug,2015,August,34,16,3,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,95,15-Aug,2015,August,34,16,4,5,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,151,15-Aug,2015,August,34,16,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,54,15-Aug,2015,August,34,16,4,10,2,2,0,BB,PRT,Direct,Direct
Resort Hotel,1,122,15-Aug,2015,August,34,16,4,10,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,132,15-Aug,2015,August,34,17,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,58,15-Aug,2015,August,34,17,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,98,15-Aug,2015,August,34,17,1,3,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,126,15-Aug,2015,August,34,17,1,4,3,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,97,15-Aug,2015,August,34,17,1,4,3,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,96,15-Aug,2015,August,34,17,1,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,125,15-Aug,2015,August,34,17,2,5,2,1,0,FB,PRT,Direct,Direct
Resort Hotel,0,80,15-Aug,2015,August,34,17,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO
Resort Hotel,1,110,15-Aug,2015,August,34,17,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,157,15-Aug,2015,August,34,17,2,5,2,1,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,108,15-Aug,2015,August,34,17,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,74,15-Aug,2015,August,34,17,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,0,79,15-Aug,2015,August,34,17,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,79,15-Aug,2015,August,34,17,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,116,15-Aug,2015,August,34,17,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,80,15-Aug,2015,August,34,17,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,116,15-Aug,2015,August,34,17,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,93,15-Aug,2015,August,34,17,3,5,2,0,1,BB,PRT,Online TA,TA/TO
Resort Hotel,1,87,15-Aug,2015,August,34,17,3,7,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,13,15-Aug,2015,August,34,18,0,3,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,56,15-Aug,2015,August,34,18,0,3,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,1,15-Aug,2015,August,34,18,0,1,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,13,15-Aug,2015,August,34,18,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,13,15-Aug,2015,August,34,18,0,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,56,15-Aug,2015,August,34,18,0,3,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,81,15-Aug,2015,August,34,18,0,5,2,0,0,HB,PRT,Direct,Direct
Resort Hotel,1,24,15-Aug,2015,August,34,18,0,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,57,15-Aug,2015,August,34,18,1,5,2,2,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,74,15-Aug,2015,August,34,18,1,5,2,1,0,BB,CN,Offline TA/TO,TA/TO
Resort Hotel,0,126,15-Aug,2015,August,34,18,1,5,2,2,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,126,15-Aug,2015,August,34,18,1,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,126,15-Aug,2015,August,34,18,1,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,147,15-Aug,2015,August,34,18,0,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,68,15-Aug,2015,August,34,18,2,5,3,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,57,15-Aug,2015,August,34,18,2,5,2,2,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,10,15-Aug,2015,August,34,18,2,5,2,1,0,BB,PRT,Direct,Direct
Resort Hotel,0,92,15-Aug,2015,August,34,18,2,8,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,0,92,15-Aug,2015,August,34,18,2,8,2,2,0,BB,IRL,Online TA,TA/TO
Resort Hotel,0,33,15-Aug,2015,August,34,19,0,0,3,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,1,15-Aug,2015,August,34,19,0,1,3,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,91,15-Aug,2015,August,34,19,0,4,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,1,33,15-Aug,2015,August,34,19,0,4,2,1,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,16,15-Aug,2015,August,34,19,0,4,2,0,0,BB,IRL,Direct,Direct
Resort Hotel,0,128,15-Aug,2015,August,34,19,1,4,2,0,0,BB,POL,Online TA,TA/TO
Resort Hotel,0,61,15-Aug,2015,August,34,19,1,4,3,0,0,HB,ESP,Direct,Direct
Resort Hotel,1,23,15-Aug,2015,August,34,19,2,5,1,0,0,HB,PRT,Direct,Direct
Resort Hotel,1,23,15-Aug,2015,August,34,19,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,29,15-Aug,2015,August,34,19,0,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,98,15-Aug,2015,August,34,19,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,23,15-Aug,2015,August,34,19,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,98,15-Aug,2015,August,34,19,2,7,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,138,15-Aug,2015,August,34,19,2,7,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,82,15-Aug,2015,August,34,19,2,7,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,10,15-Aug,2015,August,34,20,0,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,100,15-Aug,2015,August,34,20,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,10,15-Aug,2015,August,34,20,0,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,0,15-Aug,2015,August,34,20,0,1,1,0,0,BB,USA,Direct,Direct
Resort Hotel,0,65,15-Aug,2015,August,34,20,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,0,64,15-Aug,2015,August,34,20,2,4,3,1,0,HB,MAR,Offline TA/TO,TA/TO
Resort Hotel,1,56,15-Aug,2015,August,34,20,2,4,3,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,94,15-Aug,2015,August,34,20,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,58,15-Aug,2015,August,34,20,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,80,15-Aug,2015,August,34,20,2,7,2,0,0,BB,RUS,Online TA,TA/TO
Resort Hotel,0,40,15-Aug,2015,August,34,20,2,3,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,102,15-Aug,2015,August,34,21,0,2,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,16,15-Aug,2015,August,34,21,0,2,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,24,15-Aug,2015,August,34,21,0,2,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,24,15-Aug,2015,August,34,21,0,2,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,18,15-Aug,2015,August,34,21,0,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,95,15-Aug,2015,August,34,21,1,2,1,0,1,BB,PRT,Online TA,TA/TO
Resort Hotel,1,36,15-Aug,2015,August,34,21,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,16,15-Aug,2015,August,34,21,2,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,50,15-Aug,2015,August,34,21,2,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,0,76,15-Aug,2015,August,34,21,2,3,2,0,0,BB,FRA,Online TA,TA/TO
Resort Hotel,0,112,15-Aug,2015,August,34,21,2,3,2,0,0,BB,FRA,Online TA,TA/TO
Resort Hotel,0,16,15-Aug,2015,August,34,21,2,3,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,51,15-Aug,2015,August,34,21,2,4,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,0,13,15-Aug,2015,August,34,21,2,4,2,0,0,FB,PRT,Direct,Direct
Resort Hotel,1,22,15-Aug,2015,August,34,21,2,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,32,15-Aug,2015,August,34,21,2,4,2,0,0,BB,CHE,Online TA,TA/TO
Resort Hotel,0,51,15-Aug,2015,August,34,21,2,4,3,0,0,HB,ESP,Direct,Direct
Resort Hotel,0,65,15-Aug,2015,August,34,21,2,5,2,0,0,HB,IRL,Online TA,TA/TO
Resort Hotel,1,63,15-Aug,2015,August,34,21,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,35,15-Aug,2015,August,34,21,2,5,3,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,0,37,15-Aug,2015,August,34,21,2,5,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,0,35,15-Aug,2015,August,34,21,2,5,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,1,71,15-Aug,2015,August,34,21,2,7,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,71,15-Aug,2015,August,34,21,2,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,0,77,15-Aug,2015,August,34,21,3,7,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,0,0,15-Aug,2015,August,34,22,0,1,2,1,0,BB,PRT,Direct,Direct
Resort Hotel,1,21,15-Aug,2015,August,34,22,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,87,15-Aug,2015,August,34,22,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,54,15-Aug,2015,August,34,22,2,4,2,0,0,HB,PRT,Direct,Direct
Resort Hotel,1,156,15-Aug,2015,August,34,22,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,46,15-Aug,2015,August,34,22,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,46,15-Aug,2015,August,34,22,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,72,15-Aug,2015,August,34,22,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,85,15-Aug,2015,August,34,22,2,5,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,36,15-Aug,2015,August,34,22,2,5,2,0,0,HB,ESP,Offline TA/TO,TA/TO
Resort Hotel,0,65,15-Aug,2015,August,34,22,2,5,3,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,68,15-Aug,2015,August,34,22,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,46,15-Aug,2015,August,34,22,2,5,2,1,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,22,15-Aug,2015,August,34,22,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,12,15-Aug,2015,August,34,22,2,5,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,42,15-Aug,2015,August,34,22,2,5,2,0,0,HB,PRT,Direct,Direct
Resort Hotel,0,72,15-Aug,2015,August,34,22,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,112,15-Aug,2015,August,34,22,2,5,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,85,15-Aug,2015,August,34,22,2,5,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,102,15-Aug,2015,August,34,22,2,6,2,1,0,HB,PRT,Direct,Direct
Resort Hotel,1,80,15-Aug,2015,August,34,22,3,6,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,72,15-Aug,2015,August,34,22,4,6,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,151,15-Aug,2015,August,34,22,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,99,15-Aug,2015,August,34,22,2,2,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,151,15-Aug,2015,August,34,22,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,66,15-Aug,2015,August,34,22,2,3,2,1,0,BB,PRT,Direct,Direct
Resort Hotel,1,44,15-Aug,2015,August,34,22,2,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,46,15-Aug,2015,August,34,22,2,4,2,1,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,70,15-Aug,2015,August,34,22,2,4,2,2,0,HB,PRT,Direct,Direct
Resort Hotel,0,92,15-Aug,2015,August,35,23,2,1,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,0,6,15-Aug,2015,August,35,23,2,2,2,0,0,BB,ESP,Direct,Direct
Resort Hotel,1,23,15-Aug,2015,August,35,23,2,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,79,15-Aug,2015,August,35,23,2,3,3,1,0,HB,PRT,Direct,Direct
Resort Hotel,1,41,15-Aug,2015,August,35,23,2,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,58,15-Aug,2015,August,35,23,2,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,62,15-Aug,2015,August,35,23,2,3,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,83,15-Aug,2015,August,35,23,2,3,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,82,15-Aug,2015,August,35,23,2,3,3,1,0,BB,PRT,Direct,Direct
Resort Hotel,0,69,15-Aug,2015,August,35,23,2,3,1,0,0,BB,FRA,Online TA,TA/TO
Resort Hotel,1,64,15-Aug,2015,August,35,23,2,4,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,116,15-Aug,2015,August,35,23,2,4,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,20,15-Aug,2015,August,35,23,2,5,2,0,0,HB,IRL,Offline TA/TO,TA/TO
Resort Hotel,0,132,15-Aug,2015,August,35,23,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,33,15-Aug,2015,August,35,23,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,62,15-Aug,2015,August,35,23,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,1,127,15-Aug,2015,August,35,23,2,5,2,0,1,HB,PRT,Direct,Direct
Resort Hotel,1,78,15-Aug,2015,August,35,23,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,29,15-Aug,2015,August,35,23,2,4,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,78,15-Aug,2015,August,35,23,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,31,15-Aug,2015,August,35,23,4,6,1,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,9,15-Aug,2015,August,35,23,4,6,1,1,0,HB,PRT,Direct,Direct
Resort Hotel,0,59,15-Aug,2015,August,35,23,4,10,2,2,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,40,15-Aug,2015,August,35,24,1,0,1,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,0,15-Aug,2015,August,35,24,1,0,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,30,15-Aug,2015,August,35,24,1,0,3,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,0,15-Aug,2015,August,35,24,1,0,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,35,15-Aug,2015,August,35,24,1,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,84,15-Aug,2015,August,35,24,1,1,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,25,15-Aug,2015,August,35,24,1,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,103,15-Aug,2015,August,35,24,1,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,35,15-Aug,2015,August,35,24,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,26,15-Aug,2015,August,35,24,1,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,55,15-Aug,2015,August,35,24,1,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,76,15-Aug,2015,August,35,24,1,3,2,0,0,BB,POL,Online TA,TA/TO
Resort Hotel,1,102,15-Aug,2015,August,35,24,1,4,3,0,0,HB,PRT,Direct,Direct
Resort Hotel,0,58,15-Aug,2015,August,35,24,1,4,2,2,0,FB,PRT,Direct,Direct
Resort Hotel,0,11,15-Aug,2015,August,35,24,1,4,2,0,1,BB,PRT,Direct,Direct
Resort Hotel,1,33,15-Aug,2015,August,35,24,1,4,2,0,0,HB,PRT,Direct,Direct
Resort Hotel,0,11,15-Aug,2015,August,35,24,1,4,1,1,0,BB,PRT,Direct,Direct
Resort Hotel,1,61,15-Aug,2015,August,35,24,1,5,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,89,15-Aug,2015,August,35,24,3,6,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,89,15-Aug,2015,August,35,24,3,6,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,37,15-Aug,2015,August,35,24,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,1,70,15-Aug,2015,August,35,24,2,5,2,1,1,FB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,54,15-Aug,2015,August,35,24,2,5,3,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,69,15-Aug,2015,August,35,25,0,3,2,0,0,BB,ROU,Online TA,TA/TO
Resort Hotel,1,71,15-Aug,2015,August,35,25,0,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,49,15-Aug,2015,August,35,25,0,3,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,50,15-Aug,2015,August,35,25,0,5,2,0,1,HB,PRT,Online TA,TA/TO
Resort Hotel,1,74,15-Aug,2015,August,35,25,0,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,74,15-Aug,2015,August,35,25,1,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,118,15-Aug,2015,August,35,25,2,6,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,42,15-Aug,2015,August,35,25,2,6,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,77,15-Aug,2015,August,35,25,2,7,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,84,15-Aug,2015,August,35,25,2,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,43,15-Aug,2015,August,35,25,2,8,2,2,0,BB,ROU,Online TA,TA/TO
Resort Hotel,1,73,15-Aug,2015,August,35,25,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,73,15-Aug,2015,August,35,25,0,1,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,21,15-Aug,2015,August,35,26,0,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,0,15-Aug,2015,August,35,26,0,1,2,2,0,BB,ESP,Direct,Direct
Resort Hotel,0,2,15-Aug,2015,August,35,26,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,2,15-Aug,2015,August,35,26,0,1,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,0,15-Aug,2015,August,35,26,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,76,15-Aug,2015,August,35,26,0,4,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,1,41,15-Aug,2015,August,35,26,0,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,41,15-Aug,2015,August,35,26,0,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,44,15-Aug,2015,August,35,26,0,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,93,15-Aug,2015,August,35,26,1,4,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,106,15-Aug,2015,August,35,26,2,7,2,2,0,BB,PRT,Online TA,TA/TO
